"ExpireTime","RaidId","AllyCode","Name","Score","Rank"
"10/20/2023 17:36:38 +00:00","kraytdragon",492564869,"OwningXylophone",3726706,12
"10/20/2023 17:36:38 +00:00","kraytdragon",381676275,"Marl Jewel",2657052,27
"10/20/2023 17:36:38 +00:00","kraytdragon",312333279,"Excessive Fist",1906278,37
"10/20/2023 17:36:38 +00:00","kraytdragon",336698836,"Jonesmalones",2700000,26
"10/20/2023 17:36:38 +00:00","kraytdragon",924462567,"non7top",2281786,34
"10/20/2023 17:36:38 +00:00","kraytdragon",346854538,"Tyron Brandt",6094168,1
"10/20/2023 17:36:38 +00:00","kraytdragon",938743519,"Chikiller",2969624,24
"10/20/2023 17:36:38 +00:00","kraytdragon",389689423,"ArtVandalay",3197898,17
"10/20/2023 17:36:38 +00:00","kraytdragon",556839255,"Jeeves",2210616,35
"10/20/2023 17:36:38 +00:00","kraytdragon",118679749,"manolis",1689840,40
"10/20/2023 17:36:38 +00:00","kraytdragon",475136137,"WharfRat",4377300,4
"10/20/2023 17:36:38 +00:00","kraytdragon",471792187,"Geralt of Rivia",998705,46
"10/20/2023 17:36:38 +00:00","kraytdragon",729916753,"Squanchy420",0,50
"10/20/2023 17:36:38 +00:00","kraytdragon",862389575,"Enigma",5211227,2
"10/20/2023 17:36:38 +00:00","kraytdragon",446172192,"Q Ryker",1338444,42
"10/20/2023 17:36:38 +00:00","kraytdragon",685711659,"MINI DarthAzazel",2623311,28
"10/20/2023 17:36:38 +00:00","kraytdragon",855527258,"BobaChuck91",1775495,39
"10/20/2023 17:36:38 +00:00","kraytdragon",312478199,"Taco Hat",1929236,36
"10/20/2023 17:36:38 +00:00","kraytdragon",452238138,"Yosh",1885486,38
"10/20/2023 17:36:38 +00:00","kraytdragon",158653176,"Kirath Tyria",678772,47
"10/17/2023 17:33:54 +00:00","kraytdragon",858966128,"T",2700000,28
"10/17/2023 17:33:54 +00:00","kraytdragon",133674987,"Tani Mayse",2341242,34
"10/17/2023 17:33:54 +00:00","kraytdragon",197788324,"Skaar",4439386,7
"10/17/2023 17:33:54 +00:00","kraytdragon",443495965,"Verage Valoor",3080915,22
"10/17/2023 17:33:54 +00:00","kraytdragon",299292257,"G4reth",3428156,14
"10/17/2023 17:33:54 +00:00","kraytdragon",452238138,"Yosh",1350000,42
"10/17/2023 17:33:54 +00:00","kraytdragon",334861731,"JediAhsoka",1241912,46
"10/17/2023 17:33:54 +00:00","kraytdragon",556839255,"Jeeves",3197585,16
"10/17/2023 17:33:54 +00:00","kraytdragon",394321369,"Javin Fis",2438109,30
"10/17/2023 17:33:54 +00:00","kraytdragon",793549187,"Dârth Jungle Asian",3112833,20
"10/17/2023 17:33:54 +00:00","kraytdragon",312333279,"Excessive Fist",3045900,24
"10/17/2023 17:33:54 +00:00","kraytdragon",825371335,"Nomad",4438599,8
"10/17/2023 17:33:54 +00:00","kraytdragon",862389575,"Enigma",5077225,3
"10/17/2023 17:33:54 +00:00","kraytdragon",454629175,"Delara Exibil",3909270,11
"10/17/2023 17:33:54 +00:00","kraytdragon",585576166,"Patrick4",3152133,18
"10/17/2023 17:33:54 +00:00","kraytdragon",175993797,"El Jefe",3010131,25
"10/17/2023 17:33:54 +00:00","kraytdragon",678195521,"XCAL",4843314,4
"10/17/2023 17:33:54 +00:00","kraytdragon",855527258,"BobaChuck91",1945859,39
"10/17/2023 17:33:54 +00:00","kraytdragon",814134474,"RoTahn Taske",3326775,15
"10/17/2023 17:33:54 +00:00","kraytdragon",312478199,"Taco Hat",1993722,38
"10/17/2023 17:33:54 +00:00","kraytdragon",475136137,"WharfRat",4517902,6
"10/17/2023 17:33:54 +00:00","kraytdragon",597271922,"Scof",1311042,44
"10/17/2023 17:33:54 +00:00","kraytdragon",924462567,"non7top",2223109,37
"10/17/2023 17:33:54 +00:00","kraytdragon",768488681,"Tranced",4427970,10
"10/17/2023 17:33:54 +00:00","kraytdragon",749275383,"Dava",3091267,21
"10/17/2023 17:33:54 +00:00","kraytdragon",336698836,"Jonesmalones",3865177,13
"10/17/2023 17:33:54 +00:00","kraytdragon",124165769,"Tyrian",300000,49
"10/17/2023 17:33:54 +00:00","kraytdragon",255925733,"Fidget92",1488980,41
"10/17/2023 17:33:54 +00:00","kraytdragon",256121811,"JHang",2383017,31
"10/17/2023 17:33:54 +00:00","kraytdragon",381676275,"Marl Jewel",2250000,35
"10/17/2023 17:33:54 +00:00","kraytdragon",214224828,"JakeY",2722739,27
"10/17/2023 17:33:54 +00:00","kraytdragon",346854538,"Tyron Brandt",5683532,1
"10/17/2023 17:33:54 +00:00","kraytdragon",625367959,"Blattu",4430083,9
"10/17/2023 17:33:54 +00:00","kraytdragon",371731743,"Trask droll",5386608,2
"10/17/2023 17:33:54 +00:00","kraytdragon",938743519,"Chikiller",2813608,26
"10/17/2023 17:33:54 +00:00","kraytdragon",118679749,"manolis",1770438,40
"10/17/2023 17:33:54 +00:00","kraytdragon",643373276,"Avatany",1268367,45
"10/17/2023 17:33:54 +00:00","kraytdragon",452518631,"Puck",3150000,19
"10/17/2023 17:33:54 +00:00","kraytdragon",396743814,"Rhil Margos",2347073,33
"10/17/2023 17:33:54 +00:00","kraytdragon",446172192,"Q Ryker",1350000,43
"10/17/2023 17:33:54 +00:00","kraytdragon",964121997,"DarthDax",2700000,29
"10/17/2023 17:33:54 +00:00","kraytdragon",478966819,"Lambert",3069040,23
"10/17/2023 17:33:54 +00:00","kraytdragon",492564869,"OwningXylophone",3874599,12
"10/17/2023 17:33:54 +00:00","kraytdragon",685711659,"MINI DarthAzazel",4641299,5
"10/17/2023 17:33:54 +00:00","kraytdragon",729916753,"Squanchy420",2362804,32
"10/17/2023 17:33:54 +00:00","kraytdragon",834874213,"BobbyMarshal",2249012,36
"10/17/2023 17:33:54 +00:00","kraytdragon",471792187,"Geralt of Rivia",947548,47
"10/17/2023 17:33:54 +00:00","kraytdragon",158653176,"Kirath Tyria",806708,48
"10/17/2023 17:33:54 +00:00","kraytdragon",389689423,"ArtVandalay",3177331,17
"10/13/2023 17:41:00 +00:00","kraytdragon",814134474,"RoTahn Taske",3375051,13
"10/13/2023 17:41:00 +00:00","kraytdragon",749275383,"Dava",3105479,18
"10/13/2023 17:41:00 +00:00","kraytdragon",862389575,"Enigma",5241265,2
"10/13/2023 17:41:00 +00:00","kraytdragon",443495965,"Verage Valoor",3340233,14
"10/13/2023 17:41:00 +00:00","kraytdragon",793549187,"Dârth Jungle Asian",3038730,20
"10/13/2023 17:41:00 +00:00","kraytdragon",256121811,"JHang",2269950,35
"10/13/2023 17:41:00 +00:00","kraytdragon",768488681,"Tranced",4599426,3
"10/13/2023 17:41:00 +00:00","kraytdragon",299292257,"G4reth",3149904,17
"10/13/2023 17:41:00 +00:00","kraytdragon",312333279,"Excessive Fist",2763795,25
"10/13/2023 17:41:00 +00:00","kraytdragon",585576166,"Patrick4",2996636,22
"10/13/2023 17:41:00 +00:00","kraytdragon",556839255,"Jeeves",2210475,36
"10/13/2023 17:41:00 +00:00","kraytdragon",834874213,"BobbyMarshal",2485028,30
"10/13/2023 17:41:00 +00:00","kraytdragon",133674987,"Tani Mayse",2342650,32
"10/13/2023 17:41:00 +00:00","kraytdragon",312478199,"Taco Hat",1873766,38
"10/13/2023 17:41:00 +00:00","kraytdragon",346854538,"Tyron Brandt",5931376,1
"10/13/2023 17:41:00 +00:00","kraytdragon",197788324,"Skaar",4417740,6
"10/13/2023 17:41:00 +00:00","kraytdragon",964121997,"DarthDax",4028839,8
"10/13/2023 17:41:00 +00:00","kraytdragon",825371335,"Nomad",4436664,5
"10/13/2023 17:41:00 +00:00","kraytdragon",475136137,"WharfRat",4558739,4
"10/13/2023 17:41:00 +00:00","kraytdragon",452518631,"Puck",3150000,16
"10/13/2023 17:41:00 +00:00","kraytdragon",492564869,"OwningXylophone",3908885,10
"10/13/2023 17:41:00 +00:00","kraytdragon",124165769,"Tyrian",1483249,44
"10/13/2023 17:41:00 +00:00","kraytdragon",478966819,"Lambert",2926277,23
"10/13/2023 17:41:00 +00:00","kraytdragon",938743519,"Chikiller",2886066,24
"10/13/2023 17:41:00 +00:00","kraytdragon",255925733,"Fidget92",1023592,48
"10/13/2023 17:41:00 +00:00","kraytdragon",625367959,"Blattu",4065231,7
"10/13/2023 17:41:00 +00:00","kraytdragon",924462567,"non7top",2327384,33
"10/13/2023 17:41:00 +00:00","kraytdragon",394321369,"Javin Fis",2468950,31
"10/13/2023 17:41:00 +00:00","kraytdragon",597271922,"Scof",1534450,43
"10/13/2023 17:41:00 +00:00","kraytdragon",678195521,"XCAL",3381522,12
"10/13/2023 17:41:00 +00:00","kraytdragon",729916753,"Squanchy420",2321075,34
"10/13/2023 17:41:00 +00:00","kraytdragon",118679749,"manolis",1800000,39
"10/13/2023 17:41:00 +00:00","kraytdragon",471792187,"Geralt of Rivia",955680,49
"10/13/2023 17:41:00 +00:00","kraytdragon",175993797,"El Jefe",3046092,19
"10/13/2023 17:41:00 +00:00","kraytdragon",389689423,"ArtVandalay",3037702,21
"10/13/2023 17:41:00 +00:00","kraytdragon",336698836,"Jonesmalones",3684368,11
"10/13/2023 17:41:00 +00:00","kraytdragon",446172192,"Q Ryker",1350000,46
"10/13/2023 17:41:00 +00:00","kraytdragon",396743814,"Rhil Margos",1650000,42
"10/13/2023 17:41:00 +00:00","kraytdragon",452238138,"Yosh",1733697,41
"10/13/2023 17:41:00 +00:00","kraytdragon",454629175,"Delara Exibil",3932055,9
"10/13/2023 17:41:00 +00:00","kraytdragon",381676275,"Marl Jewel",3289915,15
"10/13/2023 17:41:00 +00:00","kraytdragon",855527258,"BobaChuck91",1752930,40
"10/13/2023 17:41:00 +00:00","kraytdragon",371731743,"Trask droll",2684322,28
"10/13/2023 17:41:00 +00:00","kraytdragon",858966128,"T",2700000,26
"10/13/2023 17:41:00 +00:00","kraytdragon",334861731,"JediAhsoka",1078245,47
"10/13/2023 17:41:00 +00:00","kraytdragon",214224828,"JakeY",2665685,29
"10/13/2023 17:41:00 +00:00","kraytdragon",643373276,"Avatany",1374840,45
"10/13/2023 17:41:00 +00:00","kraytdragon",685711659,"MINI DarthAzazel",2700000,27
"10/13/2023 17:41:00 +00:00","kraytdragon",158653176,"Kirath Tyria",2192971,37
"10/10/2023 17:38:23 +00:00","kraytdragon",118679749,"manolis",1800000,39
"10/10/2023 17:38:23 +00:00","kraytdragon",924462567,"non7top",2396231,31
"10/10/2023 17:38:23 +00:00","kraytdragon",133674987,"Tani Mayse",2335927,33
"10/10/2023 17:38:23 +00:00","kraytdragon",443495965,"Verage Valoor",3042273,25
"10/10/2023 17:38:23 +00:00","kraytdragon",158653176,"Kirath Tyria",1977288,36
"10/10/2023 17:38:23 +00:00","kraytdragon",389689423,"ArtVandalay",3181204,19
"10/10/2023 17:38:23 +00:00","kraytdragon",625367959,"Blattu",4287069,8
"10/10/2023 17:38:23 +00:00","kraytdragon",299292257,"G4reth",3309537,15
"10/10/2023 17:38:23 +00:00","kraytdragon",855527258,"BobaChuck91",1820438,38
"10/10/2023 17:38:23 +00:00","kraytdragon",825371335,"Nomad",4505397,5
"10/10/2023 17:38:23 +00:00","kraytdragon",862389575,"Enigma",5229195,1
"10/10/2023 17:38:23 +00:00","kraytdragon",678195521,"XCAL",5025113,2
"10/10/2023 17:38:23 +00:00","kraytdragon",793549187,"Dârth Jungle Asian",3067051,24
"10/10/2023 17:38:23 +00:00","kraytdragon",346854538,"Tyron Brandt",1106060,45
"10/10/2023 17:38:23 +00:00","kraytdragon",334861731,"JediAhsoka",1138329,44
"10/10/2023 17:38:23 +00:00","kraytdragon",452518631,"Puck",3490082,11
"10/10/2023 17:38:23 +00:00","kraytdragon",446172192,"Q Ryker",1350000,42
"10/10/2023 17:38:23 +00:00","kraytdragon",685711659,"MINI DarthAzazel",3310681,14
"10/10/2023 17:38:23 +00:00","kraytdragon",475136137,"WharfRat",4763350,3
"10/10/2023 17:38:23 +00:00","kraytdragon",768488681,"Tranced",4683621,4
"10/10/2023 17:38:23 +00:00","kraytdragon",597271922,"Scof",1733814,41
"10/10/2023 17:38:23 +00:00","kraytdragon",197788324,"Skaar",4497534,6
"10/10/2023 17:38:23 +00:00","kraytdragon",814134474,"RoTahn Taske",3391728,13
"10/10/2023 17:38:23 +00:00","kraytdragon",312333279,"Excessive Fist",2612193,27
"10/10/2023 17:38:23 +00:00","kraytdragon",585576166,"Patrick4",3153841,20
"10/10/2023 17:38:23 +00:00","kraytdragon",452238138,"Yosh",734865,48
"10/10/2023 17:38:23 +00:00","kraytdragon",381676275,"Marl Jewel",1800000,40
"10/10/2023 17:38:23 +00:00","kraytdragon",214224828,"JakeY",2696039,26
"10/10/2023 17:38:23 +00:00","kraytdragon",312478199,"Taco Hat",1883174,37
"10/10/2023 17:38:23 +00:00","kraytdragon",255925733,"Fidget92",0,49
"10/10/2023 17:38:23 +00:00","kraytdragon",394321369,"Javin Fis",2477855,28
"10/10/2023 17:38:23 +00:00","kraytdragon",336698836,"Jonesmalones",4314753,7
"10/10/2023 17:38:23 +00:00","kraytdragon",749275383,"Dava",3077801,22
"10/10/2023 17:38:23 +00:00","kraytdragon",371731743,"Trask droll",3489204,12
"10/10/2023 17:38:23 +00:00","kraytdragon",964121997,"DarthDax",3254605,16
"10/10/2023 17:38:23 +00:00","kraytdragon",471792187,"Geralt of Rivia",968245,46
"10/10/2023 17:38:23 +00:00","kraytdragon",478966819,"Lambert",3073087,23
"10/10/2023 17:38:23 +00:00","kraytdragon",556839255,"Jeeves",3182895,18
"10/10/2023 17:38:23 +00:00","kraytdragon",938743519,"Chikiller",2343331,32
"10/10/2023 17:38:23 +00:00","kraytdragon",256121811,"JHang",2220594,35
"10/10/2023 17:38:23 +00:00","kraytdragon",454629175,"Delara Exibil",3758698,10
"10/10/2023 17:38:23 +00:00","kraytdragon",175993797,"El Jefe",3105831,21
"10/10/2023 17:38:23 +00:00","kraytdragon",834874213,"BobbyMarshal",2472614,29
"10/10/2023 17:38:23 +00:00","kraytdragon",858966128,"T",3207648,17
"10/10/2023 17:38:23 +00:00","kraytdragon",396743814,"Rhil Margos",2463309,30
"10/10/2023 17:38:23 +00:00","kraytdragon",643373276,"Avatany",1260737,43
"10/10/2023 17:38:23 +00:00","kraytdragon",492564869,"OwningXylophone",3777873,9
"10/10/2023 17:38:23 +00:00","kraytdragon",124165769,"Tyrian",778065,47
"10/10/2023 17:38:23 +00:00","kraytdragon",729916753,"Squanchy420",2300791,34
"10/07/2023 17:35:50 +00:00","kraytdragon",492564869,"OwningXylophone",3774871,12
"10/07/2023 17:35:50 +00:00","kraytdragon",299292257,"G4reth",3203008,16
"10/07/2023 17:35:50 +00:00","kraytdragon",118679749,"manolis",1800000,38
"10/07/2023 17:35:50 +00:00","kraytdragon",862389575,"Enigma",5181226,2
"10/07/2023 17:35:50 +00:00","kraytdragon",443495965,"Verage Valoor",3458388,13
"10/07/2023 17:35:50 +00:00","kraytdragon",793549187,"Dârth Jungle Asian",3140701,19
"10/07/2023 17:35:50 +00:00","kraytdragon",197788324,"Skaar",4489804,5
"10/07/2023 17:35:50 +00:00","kraytdragon",454629175,"Delara Exibil",3880533,9
"10/07/2023 17:35:50 +00:00","kraytdragon",133674987,"Tani Mayse",2337154,34
"10/07/2023 17:35:50 +00:00","kraytdragon",334861731,"JediAhsoka",1210807,45
"10/07/2023 17:35:50 +00:00","kraytdragon",585576166,"Patrick4",3158735,17
"10/07/2023 17:35:50 +00:00","kraytdragon",938743519,"Chikiller",2813768,25
"10/07/2023 17:35:50 +00:00","kraytdragon",678195521,"XCAL",2700000,27
"10/07/2023 17:35:50 +00:00","kraytdragon",768488681,"Tranced",4478775,6
"10/07/2023 17:35:50 +00:00","kraytdragon",175993797,"El Jefe",3033573,21
"10/07/2023 17:35:50 +00:00","kraytdragon",336698836,"Jonesmalones",3816820,10
"10/07/2023 17:35:50 +00:00","kraytdragon",825371335,"Nomad",4371214,7
"10/07/2023 17:35:50 +00:00","kraytdragon",381676275,"Marl Jewel",2957667,23
"10/07/2023 17:35:50 +00:00","kraytdragon",452518631,"Puck",3150000,18
"10/07/2023 17:35:50 +00:00","kraytdragon",597271922,"Scof",1468350,41
"10/07/2023 17:35:50 +00:00","kraytdragon",749275383,"Dava",2959821,22
"10/07/2023 17:35:50 +00:00","kraytdragon",478966819,"Lambert",2910229,24
"10/07/2023 17:35:50 +00:00","kraytdragon",394321369,"Javin Fis",2497688,30
"10/07/2023 17:35:50 +00:00","kraytdragon",214224828,"JakeY",2741130,26
"10/07/2023 17:35:50 +00:00","kraytdragon",471792187,"Geralt of Rivia",963147,49
"10/07/2023 17:35:50 +00:00","kraytdragon",834874213,"BobbyMarshal",2485130,31
"10/07/2023 17:35:50 +00:00","kraytdragon",256121811,"JHang",2521547,28
"10/07/2023 17:35:50 +00:00","kraytdragon",729916753,"Squanchy420",1200000,46
"10/07/2023 17:35:50 +00:00","kraytdragon",475136137,"WharfRat",4695255,3
"10/07/2023 17:35:50 +00:00","kraytdragon",556839255,"Jeeves",2221833,36
"10/07/2023 17:35:50 +00:00","kraytdragon",255925733,"Fidget92",1047576,48
"10/07/2023 17:35:50 +00:00","kraytdragon",685711659,"MINI DarthAzazel",4239072,8
"10/07/2023 17:35:50 +00:00","kraytdragon",964121997,"DarthDax",2435295,33
"10/07/2023 17:35:50 +00:00","kraytdragon",855527258,"BobaChuck91",1825094,37
"10/07/2023 17:35:50 +00:00","kraytdragon",452238138,"Yosh",1725568,39
"10/07/2023 17:35:50 +00:00","kraytdragon",396743814,"Rhil Margos",2332000,35
"10/07/2023 17:35:50 +00:00","kraytdragon",158653176,"Kirath Tyria",1404522,42
"10/07/2023 17:35:50 +00:00","kraytdragon",924462567,"non7top",2453310,32
"10/07/2023 17:35:50 +00:00","kraytdragon",389689423,"ArtVandalay",3098595,20
"10/07/2023 17:35:50 +00:00","kraytdragon",643373276,"Avatany",1114713,47
"10/07/2023 17:35:50 +00:00","kraytdragon",124165769,"Tyrian",1327006,44
"10/07/2023 17:35:50 +00:00","kraytdragon",814134474,"RoTahn Taske",3274998,15
"10/07/2023 17:35:50 +00:00","kraytdragon",312333279,"Excessive Fist",2506806,29
"10/07/2023 17:35:50 +00:00","kraytdragon",371731743,"Trask droll",3779319,11
"10/07/2023 17:35:50 +00:00","kraytdragon",346854538,"Tyron Brandt",5928156,1
"10/07/2023 17:35:50 +00:00","kraytdragon",858966128,"T",3311128,14
"10/07/2023 17:35:50 +00:00","kraytdragon",446172192,"Q Ryker",1350000,43
"10/07/2023 17:35:50 +00:00","kraytdragon",312478199,"Taco Hat",1599585,40
"10/07/2023 17:35:50 +00:00","kraytdragon",625367959,"Blattu",4528222,4
"10/07/2023 17:35:50 +00:00","kraytdragon",0,"Unknown",0,50
"10/04/2023 17:32:00 +00:00","kraytdragon",625367959,"Blattu",4350513,8
"10/04/2023 17:32:00 +00:00","kraytdragon",124165769,"Tyrian",1588141,38
"10/04/2023 17:32:00 +00:00","kraytdragon",443495965,"Verage Valoor",3127755,19
"10/04/2023 17:32:00 +00:00","kraytdragon",858966128,"T",3222534,14
"10/04/2023 17:32:00 +00:00","kraytdragon",754294299,"Darthsyn",0,48
"10/04/2023 17:32:00 +00:00","kraytdragon",793549187,"Dârth Jungle Asian",2934672,23
"10/04/2023 17:32:00 +00:00","kraytdragon",556839255,"Jeeves",2695353,27
"10/04/2023 17:32:00 +00:00","kraytdragon",454629175,"Delara Exibil",3979881,10
"10/04/2023 17:32:00 +00:00","kraytdragon",825371335,"Nomad",4390531,7
"10/04/2023 17:32:00 +00:00","kraytdragon",585576166,"Patrick4",3178145,16
"10/04/2023 17:32:00 +00:00","kraytdragon",814134474,"RoTahn Taske",3416437,12
"10/04/2023 17:32:00 +00:00","kraytdragon",768488681,"Tranced",4650531,3
"10/04/2023 17:32:00 +00:00","kraytdragon",862389575,"Enigma",5370500,2
"10/04/2023 17:32:00 +00:00","kraytdragon",381676275,"Marl Jewel",2700000,25
"10/04/2023 17:32:00 +00:00","kraytdragon",394321369,"Javin Fis",2532749,30
"10/04/2023 17:32:00 +00:00","kraytdragon",964121997,"DarthDax",4132894,9
"10/04/2023 17:32:00 +00:00","kraytdragon",749275383,"Dava",3010760,21
"10/04/2023 17:32:00 +00:00","kraytdragon",299292257,"G4reth",3203245,15
"10/04/2023 17:32:00 +00:00","kraytdragon",133674987,"Tani Mayse",2294800,32
"10/04/2023 17:32:00 +00:00","kraytdragon",492564869,"OwningXylophone",3458225,11
"10/04/2023 17:32:00 +00:00","kraytdragon",389689423,"ArtVandalay",0,49
"10/04/2023 17:32:00 +00:00","kraytdragon",197788324,"Skaar",4503422,6
"10/04/2023 17:32:00 +00:00","kraytdragon",175993797,"El Jefe",3174885,17
"10/04/2023 17:32:00 +00:00","kraytdragon",729916753,"Squanchy420",1650000,37
"10/04/2023 17:32:00 +00:00","kraytdragon",855527258,"BobaChuck91",1693513,36
"10/04/2023 17:32:00 +00:00","kraytdragon",255925733,"Fidget92",1556550,40
"10/04/2023 17:32:00 +00:00","kraytdragon",924462567,"non7top",450000,46
"10/04/2023 17:32:00 +00:00","kraytdragon",256121811,"JHang",2033396,34
"10/04/2023 17:32:00 +00:00","kraytdragon",685711659,"MINI DarthAzazel",3312336,13
"10/04/2023 17:32:00 +00:00","kraytdragon",597271922,"Scof",1365702,41
"10/04/2023 17:32:00 +00:00","kraytdragon",214224828,"JakeY",2608475,28
"10/04/2023 17:32:00 +00:00","kraytdragon",452238138,"Yosh",1350000,42
"10/04/2023 17:32:00 +00:00","kraytdragon",118679749,"manolis",1800000,35
"10/04/2023 17:32:00 +00:00","kraytdragon",478966819,"Lambert",3099271,20
"10/04/2023 17:32:00 +00:00","kraytdragon",336698836,"Jonesmalones",4571967,5
"10/04/2023 17:32:00 +00:00","kraytdragon",312333279,"Excessive Fist",2600322,29
"10/04/2023 17:32:00 +00:00","kraytdragon",346854538,"Tyron Brandt",6073576,1
"10/04/2023 17:32:00 +00:00","kraytdragon",475136137,"WharfRat",4584436,4
"10/04/2023 17:32:00 +00:00","kraytdragon",643373276,"Avatany",1304156,43
"10/04/2023 17:32:00 +00:00","kraytdragon",452518631,"Puck",3150000,18
"10/04/2023 17:32:00 +00:00","kraytdragon",312478199,"Taco Hat",1580210,39
"10/04/2023 17:32:00 +00:00","kraytdragon",834874213,"BobbyMarshal",2278384,33
"10/04/2023 17:32:00 +00:00","kraytdragon",938743519,"Chikiller",2952809,22
"10/04/2023 17:32:00 +00:00","kraytdragon",446172192,"Q Ryker",1200000,44
"10/04/2023 17:32:00 +00:00","kraytdragon",334861731,"JediAhsoka",443767,47
"10/04/2023 17:32:00 +00:00","kraytdragon",371731743,"Trask droll",2700000,26
"10/04/2023 17:32:00 +00:00","kraytdragon",396743814,"Rhil Margos",2343588,31
"10/04/2023 17:32:00 +00:00","kraytdragon",678195521,"XCAL",2700000,24
"10/04/2023 17:32:00 +00:00","kraytdragon",471792187,"Geralt of Rivia",1025290,45
"09/30/2023 17:36:20 +00:00","kraytdragon",334861731,"JediAhsoka",0,49
"09/30/2023 17:36:20 +00:00","kraytdragon",299292257,"G4reth",3303103,14
"09/30/2023 17:36:20 +00:00","kraytdragon",124165769,"Tyrian",0,48
"09/30/2023 17:36:20 +00:00","kraytdragon",754294299,"Darthsyn",2700000,27
"09/30/2023 17:36:20 +00:00","kraytdragon",454629175,"Delara Exibil",3893715,11
"09/30/2023 17:36:20 +00:00","kraytdragon",381676275,"Marl Jewel",2068403,36
"09/30/2023 17:36:20 +00:00","kraytdragon",443495965,"Verage Valoor",3066351,17
"09/30/2023 17:36:20 +00:00","kraytdragon",394321369,"Javin Fis",2537676,29
"09/30/2023 17:36:20 +00:00","kraytdragon",855527258,"BobaChuck91",1944284,39
"09/30/2023 17:36:20 +00:00","kraytdragon",312333279,"Excessive Fist",1200000,44
"09/30/2023 17:36:20 +00:00","kraytdragon",585576166,"Patrick4",3150361,15
"09/30/2023 17:36:20 +00:00","kraytdragon",825371335,"Nomad",4332696,7
"09/30/2023 17:36:20 +00:00","kraytdragon",749275383,"Dava",3009302,21
"09/30/2023 17:36:20 +00:00","kraytdragon",768488681,"Tranced",4284732,8
"09/30/2023 17:36:20 +00:00","kraytdragon",446172192,"Q Ryker",1200000,43
"09/30/2023 17:36:20 +00:00","kraytdragon",133674987,"Tani Mayse",2306423,33
"09/30/2023 17:36:20 +00:00","kraytdragon",118679749,"manolis",2135540,35
"09/30/2023 17:36:20 +00:00","kraytdragon",556839255,"Jeeves",3029205,19
"09/30/2023 17:36:20 +00:00","kraytdragon",858966128,"T",2700000,25
"09/30/2023 17:36:20 +00:00","kraytdragon",475136137,"WharfRat",4077069,10
"09/30/2023 17:36:20 +00:00","kraytdragon",597271922,"Scof",1186476,45
"09/30/2023 17:36:20 +00:00","kraytdragon",938743519,"Chikiller",2700000,26
"09/30/2023 17:36:20 +00:00","kraytdragon",964121997,"DarthDax",2333196,31
"09/30/2023 17:36:20 +00:00","kraytdragon",492564869,"OwningXylophone",2905048,23
"09/30/2023 17:36:20 +00:00","kraytdragon",862389575,"Enigma",5153053,3
"09/30/2023 17:36:20 +00:00","kraytdragon",255925733,"Fidget92",1702257,40
"09/30/2023 17:36:20 +00:00","kraytdragon",478966819,"Lambert",3028684,20
"09/30/2023 17:36:20 +00:00","kraytdragon",678195521,"XCAL",3845733,12
"09/30/2023 17:36:20 +00:00","kraytdragon",336698836,"Jonesmalones",4103416,9
"09/30/2023 17:36:20 +00:00","kraytdragon",197788324,"Skaar",4509634,5
"09/30/2023 17:36:20 +00:00","kraytdragon",214224828,"JakeY",2663530,28
"09/30/2023 17:36:20 +00:00","kraytdragon",452518631,"Puck",3150000,16
"09/30/2023 17:36:20 +00:00","kraytdragon",371731743,"Trask droll",6002154,1
"09/30/2023 17:36:20 +00:00","kraytdragon",834874213,"BobbyMarshal",2328569,32
"09/30/2023 17:36:20 +00:00","kraytdragon",643373276,"Avatany",1034388,46
"09/30/2023 17:36:20 +00:00","kraytdragon",814134474,"RoTahn Taske",3462627,13
"09/30/2023 17:36:20 +00:00","kraytdragon",175993797,"El Jefe",3009054,22
"09/30/2023 17:36:20 +00:00","kraytdragon",452238138,"Yosh",1350000,42
"09/30/2023 17:36:20 +00:00","kraytdragon",793549187,"Dârth Jungle Asian",3054690,18
"09/30/2023 17:36:20 +00:00","kraytdragon",924462567,"non7top",2043116,38
"09/30/2023 17:36:20 +00:00","kraytdragon",625367959,"Blattu",4550538,4
"09/30/2023 17:36:20 +00:00","kraytdragon",346854538,"Tyron Brandt",5471534,2
"09/30/2023 17:36:20 +00:00","kraytdragon",396743814,"Rhil Margos",2338152,30
"09/30/2023 17:36:20 +00:00","kraytdragon",685711659,"MINI DarthAzazel",4411786,6
"09/30/2023 17:36:20 +00:00","kraytdragon",471792187,"Geralt of Rivia",922805,47
"09/30/2023 17:36:20 +00:00","kraytdragon",256121811,"JHang",2182643,34
"09/30/2023 17:36:20 +00:00","kraytdragon",312478199,"Taco Hat",1504417,41
"09/30/2023 17:36:20 +00:00","kraytdragon",729916753,"Squanchy420",2056945,37
"09/30/2023 17:36:20 +00:00","kraytdragon",389689423,"ArtVandalay",2719179,24
"09/27/2023 17:33:09 +00:00","kraytdragon",825371335,"Nomad",4491485,6
"09/27/2023 17:33:09 +00:00","kraytdragon",793549187,"Dârth Jungle Asian",3106110,19
"09/27/2023 17:33:09 +00:00","kraytdragon",492564869,"OwningXylophone",3516586,12
"09/27/2023 17:33:09 +00:00","kraytdragon",814134474,"RoTahn Taske",3413458,13
"09/27/2023 17:33:09 +00:00","kraytdragon",443495965,"Verage Valoor",3184126,17
"09/27/2023 17:33:09 +00:00","kraytdragon",862389575,"Enigma",5313208,2
